location,bath,price,bhk,sqft
Iblur Village,3,129.0,3,1918.0
Sarjapur  Road,2,76.0,2,1280.0
Talaghattapura,3,126.0,3,2106.0
Other,3,139.0,3,1801.0
Rajaji Nagar,3,288.0,2,1718.0
Hebbal,2,92.0,2,1320.0
Other,4,324.0,4,2990.0
Kalyan nagar,5,300.0,4,3800.0
Bannerghatta Road,3,100.0,3,1893.0
Chandapura,2,43.0,3,1107.0
Lakshminarayana Pura,2,75.0,2,1190.0
Other,2,160.0,2,2400.0
Kumaraswami Layout,2,48.5,2,1000.0
Jalahalli,3,155.0,3,2113.0
KR Puram,2,46.0,2,1100.0
Kudlu,2,43.0,2,1027.0
Other,2,75.0,2,1150.0
Other,3,165.0,3,1200.0
Kudlu Gate,1,52.0,1,703.0
Bellandur,2,51.0,2,1195.0
Narayanapura,2,69.1,2,1302.0
Begur Road,3,74.4,3,1583.0
Whitefield,4,260.0,4,3262.0
Electronic City,3,104.0,3,1600.0
Old Airport Road,2,90.0,2,1150.0
Sarjapur  Road,2,78.0,2,1263.0
Kanakpura Road,2,85.0,2,1299.0
Banashankari,2,78.0,2,1330.0
Bannerghatta Road,3,95.0,3,1600.0
Other,2,80.0,3,1390.0
Other,2,90.0,3,1550.0
Hebbal,2,49.0,2,919.0
Gunjur,2,44.0,2,1195.0
Yelenahalli,2,60.0,2,1159.0
Harlur,2,79.0,2,1197.0
Old Airport Road,4,191.0,4,2690.0
Bommasandra,2,50.28,3,1295.0
Whitefield,2,79.28,2,1132.0
Other,3,400.0,3,2350.0
Hebbal,3,135.0,3,1645.0
Whitefield,4,330.0,4,3000.0
Marathahalli,3,140.0,3,1937.0
Doddathoguru,2,33.5,2,1015.0
Kathriguppe,2,80.99,3,1350.0
Kothanur,2,59.0,2,1185.0
Domlur,3,135.0,3,1720.0
Hebbal,3,175.0,3,2080.0
Tindlu,3,87.0,3,1500.0
Yelahanka,3,97.0,3,1566.0
Rajaji Nagar,3,334.0,3,2386.0
Other,4,110.0,4,1500.0
KR Puram,2,49.02,2,1290.0
Other,3,165.0,3,1839.0
Other,4,760.0,4,4200.0
Kaval Byrasandra,2,46.0,2,1100.0
Uttarahalli,2,74.0,3,1315.0
Anandapura,2,42.75,2,1141.0
AECS Layout,2,55.0,2,1080.0
HBR Layout,2,60.0,2,1200.0
Varthur,2,41.88,2,1111.0
NGR Layout,2,45.9,2,1022.0
Bannerghatta Road,2,65.0,2,1275.0
Other,2,70.0,2,900.0
Battarahalli,2,43.0,2,1135.0
Kudlu Gate,3,86.0,3,1535.0
Nagavarapalya,2,130.0,2,1392.0
Bellandur,2,72.0,2,1050.0
Hosa Road,3,103.0,3,1513.0
Gottigere,3,72.0,3,1621.0
Bannerghatta Road,2,39.0,2,892.0
Hebbal,3,83.87,3,1355.0
Indira Nagar,2,168.0,2,1400.0
Kengeri,2,35.0,2,726.0
Other,3,149.0,3,1500.0
Hebbal,4,405.0,4,3895.0
Horamavu Agara,2,41.0,2,1079.0
Begur Road,2,46.0,2,1170.0
Doddathoguru,2,39.0,2,1104.0
Kogilu,3,127.0,3,1559.0
Benson Town,3,150.0,3,1750.0
Ramagondanahalli,2,45.5,2,1215.0
Talaghattapura,3,135.0,3,1868.0
Sarjapur  Road,3,98.0,3,1691.0
Ardendale,3,350.0,5,4355.0
Hulimavu,2,55.0,2,1225.0
JP Nagar,3,112.0,3,1690.0
Thigalarapalya,2,103.0,2,1418.0
Kasturi Nagar,3,125.0,4,1896.0
Sonnenahalli,1,40.0,1,605.0
Electronic City Phase II,2,32.5,2,900.0
Other,2,50.0,1,750.0
Ananth Nagar,2,26.0,2,908.0
Thanisandra,4,226.0,4,3216.0
BEML Layout,4,225.0,5,2400.0
Iblur Village,2,68.0,2,1400.0
Kudlu,2,44.0,2,1092.0
Hulimavu,2,74.0,2,1255.0
Electronic City,2,100.0,3,1500.0
Horamavu Banaswadi,2,38.0,2,925.0
Raja Rajeshwari Nagar,2,42.0,2,1023.0
Other,3,75.0,2,600.0
Choodasandra,3,77.0,3,1530.0
Hosakerehalli,2,50.0,2,1925.0
Kogilu,2,50.66,2,1190.0
6th Phase JP Nagar,2,65.0,2,1140.0
Green Glen Layout,3,130.0,3,1725.0
Bisuvanahalli,2,50.0,3,1075.0
Kannamangala,3,93.34,3,1574.0
Sanjay nagar,1,32.0,1,965.0
Kambipura,2,55.0,3,1082.0
Uttarahalli,2,52.85,3,1215.0
Hebbal,5,230.0,4,2483.0
Ardendale,4,250.0,4,3198.0
Hebbal,3,195.0,3,2600.0
Other,2,160.0,2,1200.0
Pai Layout,2,80.0,2,1255.0
Other,3,155.0,3,1904.0
Somasundara Palya,2,70.0,2,1329.0
Chandapura,2,60.0,2,1200.0
Murugeshpalya,3,160.0,3,2135.0
Other,4,315.0,3,2770.0
Other,1,39.0,1,813.0
Kalena Agrahara,2,30.0,2,800.0
Akshaya Nagar,3,90.0,3,1575.0
Other,2,97.78,3,1630.0
NGR Layout,2,48.45,2,1020.0
Other,4,173.0,4,2425.0
Varthur,2,33.82,2,1097.0
Raja Rajeshwari Nagar,2,50.0,2,1070.0
Kumaraswami Layout,2,58.0,2,1000.0
Jigani,2,44.0,2,937.0
Green Glen Layout,2,60.0,2,1075.0
Panathur,2,65.3,2,1000.0
Babusapalaya,2,45.0,2,1050.0
Marathahalli,2,86.0,2,1350.0
Mallasandra,2,70.0,2,1325.0
Devanahalli,2,59.0,2,1174.0
Hosur Road,3,162.0,3,1890.0
Other,1,75.0,1,735.0
Other,1,24.0,1,500.0
Gottigere,3,80.0,3,1304.0
Yelahanka,3,120.0,3,1653.0
Bisuvanahalli,2,52.0,3,1075.0
7th Phase JP Nagar,3,42.0,2,1212.0
Other,4,145.0,3,1200.0
Billekahalli,2,50.0,2,1140.0
Other,2,100.0,2,1200.0
Kudlu Gate,3,83.0,3,1532.0
Doddaballapur,4,195.0,3,2776.0
Uttarahalli,2,53.0,2,1325.0
Other,3,160.0,3,1200.0
R.T. Nagar,4,320.0,4,2000.0
Bannerghatta Road,2,70.0,2,1260.0
Vittasandra,2,90.0,2,1934.0
Malleshpalya,2,40.0,2,1060.0
Kasavanhalli,3,95.0,3,1476.0
Murugeshpalya,2,85.0,2,1185.0
Other,2,82.0,3,1265.0
EPIP Zone,2,69.0,2,1280.0
Hulimavu,2,45.0,2,1175.0
Whitefield,2,70.0,2,1195.0
Ulsoor,3,185.0,3,2000.0
Hosur Road,2,36.5,2,1180.0
Jakkur,2,49.87,2,1050.0
Other,2,77.25,2,1030.0
Subramanyapura,2,48.0,2,929.0
Green Glen Layout,3,115.0,3,1485.0
Electronics City Phase 1,2,55.0,3,1124.0
TC Palaya,6,370.0,6,2400.0
Hennur Road,2,97.0,3,1482.0
Sector 7 HSR Layout,2,98.86,2,1163.0
Jalahalli,3,140.0,3,1570.0
Whitefield,4,284.0,3,3480.0
Chandapura,1,14.04,1,520.0
Other,3,160.0,3,2000.0
Prithvi Layout,2,75.0,2,1352.0
Electronic City,2,65.0,2,1152.0
Other,3,93.0,3,1575.0
Hegde Nagar,4,125.0,3,1965.0
Marathahalli,2,47.0,2,957.0
Hoskote,3,60.0,3,1740.0
Neeladri Nagar,2,35.0,2,1060.0
Ramamurthy Nagar,2,51.0,2,1150.0
Kanakapura,2,59.0,2,1151.0
Uttarahalli,2,60.0,3,1300.0
Garudachar Palya,2,52.8,2,1150.0
Hebbal,3,117.0,3,1645.0
Babusapalaya,2,45.9,2,1141.0
7th Phase JP Nagar,2,82.5,2,1175.0
Banashankari Stage V,2,61.0,3,1355.0
Dasarahalli,2,70.0,2,1150.0
Balagere,2,65.0,2,1007.0
Kothanur,3,70.0,3,1436.0
Somasundara Palya,3,140.0,3,2372.0
BTM Layout,3,10.0,3,1797.5712999999998
Rajaji Nagar,2,150.0,2,1200.0
Rayasandra,2,58.0,2,1016.0
Dodda Nekkundi,2,48.0,2,1100.0
Electronic City,2,60.0,2,1070.0
Kadubeesanahalli,3,115.0,3,1532.0
Hennur,2,42.12,2,1040.0
Other,3,250.0,3,3100.0
Tumkur Road,2,48.905,2,1137.5
Rajaji Nagar,1,163.0,2,1160.0
ITPL,5,205.0,4,3262.0
Other,7,410.0,7,2100.0
Other,2,100.0,2,1190.0
HRBR Layout,2,75.0,2,1210.0
Other,3,95.0,3,1500.0
Hebbal,2,88.73,2,1251.0
HSR Layout,2,115.0,3,1600.0
Electronic City,2,65.5,2,1128.0
Budigere,3,93.0,3,1820.0
Thigalarapalya,4,159.0,3,2072.0
Hoodi,2,114.0,3,1925.0
Hennur Road,2,225.0,3,2651.0
Kumaraswami Layout,2,36.0,2,1000.0
KR Puram,3,145.0,3,1752.0
Sahakara Nagar,2,56.0,2,960.0
Benson Town,3,180.0,3,2270.0
NRI Layout,2,59.0,2,650.0
Lakshminarayana Pura,2,75.0,2,1200.0
Bisuvanahalli,2,46.0,3,1180.0
Bannerghatta Road,2,40.0,2,1157.0
Banashankari Stage III,2,59.0,3,1305.0
Hegde Nagar,4,196.0,3,2006.0
Jakkur,2,80.0,2,1290.0
Hoskote,2,45.0,2,1170.0
Yelachenahalli,2,78.0,2,1400.0
Lakshminarayana Pura,2,75.0,2,1200.0
Hormavu,3,85.0,3,1725.0
Kanakpura Road,2,40.0,2,700.0
Hoodi,2,88.0,2,1112.0
Somasundara Palya,2,78.0,2,1178.0
Badavala Nagar,2,81.0,2,1274.0
Doddathoguru,2,32.0,2,915.0
Hosur Road,1,21.28,1,760.0
Other,3,95.0,3,1645.0
Other,4,170.0,4,1200.0
Other,4,140.0,4,1200.0
Yelenahalli,2,33.0,2,1056.0
Raja Rajeshwari Nagar,8,225.0,8,4800.0
Other,2,65.0,2,1097.0
Uttarahalli,2,35.0,2,850.0
Green Glen Layout,3,115.0,3,1715.0
Basavangudi,3,317.0,3,2300.0
8th Phase JP Nagar,2,38.0,2,1080.0
Kasavanhalli,2,50.3,2,1200.0
Banashankari,2,78.0,3,1400.0
Whitefield,4,200.0,4,1500.0
Kanakpura Road,1,19.695,1,458.0
Marathahalli,2,57.0,2,1230.0
Banashankari,3,125.0,3,1700.0
Banashankari,2,40.79,2,1020.0
Nagarbhavi,2,150.0,2,1200.0
Yelahanka,2,95.0,3,1275.0
Other,3,165.0,4,1600.0
Kanakapura,2,38.85,2,1110.0
Uttarahalli,3,88.0,3,1627.86
Whitefield,4,285.0,4,3004.0
Hosa Road,2,52.0,2,1133.0
Hennur Road,2,82.5,2,1182.0
Tumkur Road,3,100.0,3,1500.0
Hebbal Kempapura,5,360.0,4,3900.0
Marathahalli,2,58.0,2,1200.0
Raja Rajeshwari Nagar,2,48.79,2,1128.0
Malleshwaram,3,293.0,3,2345.0
Other,2,110.0,2,900.0
Amruthahalli,2,45.0,2,1100.0
Kengeri Satellite Town,1,22.0,2,635.0
Ardendale,3,140.0,4,2062.0
Thanisandra,4,130.0,3,1874.0
Old Madras Road,2,75.0,2,1171.0
Sarjapur,3,85.0,3,2020.0
8th Phase JP Nagar,2,34.5,2,1059.0
Jakkur,3,110.0,3,1760.0
Other,2,125.0,2,1200.0
Hebbal,3,121.0,3,1645.0
Whitefield,2,72.0,2,1250.0
Whitefield,1,34.385,1,709.0
Whitefield,2,77.0,2,1340.0
Cooke Town,4,239.0,3,2388.0
Hosa Road,2,104.0,2,1369.1
Bannerghatta Road,2,65.0,2,1150.0
Kanakapura,3,113.0,3,1938.0
Begur Road,4,124.0,4,2462.0
Budigere,3,85.0,3,1636.0
Akshaya Nagar,2,75.0,3,1430.0
Electronic City Phase II,2,50.0,3,993.0
Laggere,4,150.0,4,1260.0
Yelahanka,2,78.0,2,1270.0
Anjanapura,3,121.0,3,1500.0
Koramangala,3,290.0,3,2300.0
Panathur,2,63.0,2,1109.0
Sarjapur,3,185.0,4,2885.0
Devanahalli,3,180.0,3,1600.0
Kothanur,3,71.0,3,1462.0
Marathahalli,1,35.0,1,607.0
Kammasandra,2,25.0,2,930.0
Varthur,5,300.0,4,4500.0
Electronic City Phase II,3,52.47,3,1418.0
EPIP Zone,2,65.0,2,1125.0
CV Raman Nagar,3,126.0,3,1825.0
Whitefield,2,79.5,2,1320.0
Other,3,300.0,4,1650.0
Whitefield,2,52.7,2,750.0
Yelahanka,2,80.54,3,1400.0
Other,4,360.0,4,4104.0
Mahadevpura,4,260.0,5,3295.0
Whitefield,3,61.96,3,1200.0
Poorna Pragna Layout,2,48.0,2,965.0
Gottigere,1,26.0,1,812.0
KR Puram,2,43.0,2,1100.0
HSR Layout,2,48.0,2,1145.0
Haralur Road,2,44.0,2,1027.0
Hegde Nagar,2,75.0,2,1200.0
Kenchenahalli,2,58.0,2,1015.0
Kaggalipura,3,165.0,3,2400.0
Whitefield,4,306.0,4,3000.0
JP Nagar,2,109.0,2,1300.0
Hebbal Kempapura,2,102.0,2,1300.0
Hosa Road,3,123.0,3,1512.0
Bhoganhalli,3,88.91,3,1053.4
Yeshwanthpur,1,41.745,1,605.0
Hormavu,2,65.0,2,1153.0
Other,2,150.0,2,2080.0
Hulimavu,2,69.0,2,1255.0
Bannerghatta Road,5,260.0,4,2835.0
Marathahalli,3,109.0,3,1583.0
Other,2,90.0,2,1505.0
Kathriguppe,2,75.08,3,1365.0
Other,3,95.75,3,1200.0
Other,4,148.0,3,1810.0
Magadi Road,1,35.0,1,440.0
Subramanyapura,2,63.0,2,975.0
Other,2,97.0,3,1530.0
Channasandra,2,40.0,2,1115.0
Sarjapur  Road,2,83.0,2,1308.0
Parappana Agrahara,2,47.0,2,1194.0
Sarjapur  Road,3,91.0,3,1592.0
Rajaji Nagar,2,112.0,2,1222.0
Raja Rajeshwari Nagar,2,42.85,2,1267.0
Balagere,1,53.0,1,656.0
Dodda Nekkundi,4,530.0,4,3400.0
Garudachar Palya,5,400.0,4,4500.0
Chandapura,1,36.0,2,1200.0
Thanisandra,3,102.0,3,1698.0
Electronic City,2,65.75,2,1152.0
Raja Rajeshwari Nagar,1,21.0,1,550.0
Pattandur Agrahara,2,42.0,2,900.0
Akshaya Nagar,2,73.0,3,1419.0
Amruthahalli,2,55.0,2,1200.0
Gottigere,2,40.0,2,990.0
Bannerghatta Road,2,39.0,2,1100.0
Other,2,130.0,3,1500.0
Frazer Town,3,265.0,3,2560.0
Dasarahalli,3,150.0,7,2400.0
Talaghattapura,3,135.0,3,1856.0
Sarjapur  Road,2,77.0,2,1150.0
Whitefield,3,113.19,3,2094.0
Hennur Road,2,59.46,2,1036.0
Whitefield,5,270.0,4,3445.0
Bommanahalli,2,33.0,2,1110.0
Kodichikkanahalli,2,48.0,2,1150.0
Kenchenahalli,1,45.0,1,715.0
Magadi Road,4,130.0,4,1200.0
Whitefield,3,140.0,3,1700.0
Kanakpura Road,3,120.0,3,1591.0
Marathahalli,3,200.0,5,2500.0
Other,3,150.0,3,1533.0
Banashankari Stage II,2,120.0,3,1500.0
Begur Road,2,42.92,2,1160.0
Chandapura,1,27.0,1,620.0
Other,9,350.0,8,2400.0
Whitefield,2,84.5,2,1405.0
Gunjur,2,40.0,2,1190.0
Harlur,2,78.0,2,1174.0
Seegehalli,2,72.0,2,1155.0
Thanisandra,3,93.04,3,1411.0
Other,2,50.0,2,745.0
Kereguddadahalli,2,30.0,2,1000.0
Jigani,2,50.0,2,923.0
Battarahalli,2,45.0,2,1276.0
Other,2,95.0,2,1355.0
Other,1,49.0,1,833.0
Ramamurthy Nagar,2,48.0,2,1200.0
Yeshwanthpur,1,36.85,1,669.0
Kothanur,3,105.0,3,1790.0
NGR Layout,2,45.0,2,1020.0
Kodichikkanahalli,2,43.0,2,1070.0
Other,5,270.0,4,3000.0
Kanakpura Road,2,79.9,2,1207.0
Varthur,2,55.5,2,1140.0
Other,3,475.0,4,3811.0
Sarjapur  Road,3,120.0,3,1965.0
Haralur Road,2,70.0,2,1225.0
Marathahalli,2,52.43,2,1075.0
Panathur,2,68.0,2,1000.0
Hennur Road,3,109.0,3,1891.0
Yelahanka,2,86.0,2,1322.0
Other,3,215.0,3,1095.0
Bellandur,4,260.0,4,3600.0
AECS Layout,2,36.58,2,1045.0
Thanisandra,3,135.0,3,1996.0
Brookefield,2,70.0,2,1125.0
Mysore Road,3,115.0,3,1560.0
Murugeshpalya,4,310.0,4,3100.0
Other,2,110.0,2,1350.0
Sarjapur  Road,4,180.0,3,2275.0
Dasanapura,1,28.32,1,708.0
Sarjapur  Road,3,160.0,3,1680.0
Hoodi,2,82.0,2,1400.0
Bellandur,2,72.0,2,1310.0
BTM Layout,6,165.0,6,3300.0
Chikkalasandra,2,80.0,3,1428.0
Whitefield,4,280.0,4,3252.0
Haralur Road,2,46.0,2,1194.0
8th Phase JP Nagar,2,35.0,2,1080.0
Other,2,68.0,3,1200.0
Badavala Nagar,3,115.0,3,1842.0
Sector 2 HSR Layout,2,55.0,2,1146.0
Rachenahalli,1,28.0,1,440.0
Sahakara Nagar,2,50.0,2,1048.0
Thanisandra,3,115.0,3,1801.0
Hennur Road,2,69.61,2,1232.0
Whitefield,2,90.0,2,1150.0
Talaghattapura,3,120.0,3,1868.0
Begur,2,47.1,3,1445.0
Hebbal Kempapura,2,140.0,3,1466.0
Somasundara Palya,2,70.0,2,1185.0
Yeshwanthpur,4,260.0,3,3027.0
Whitefield,4,147.0,4,2400.0
Kaval Byrasandra,2,49.0,2,1185.0
Pai Layout,2,35.0,2,1075.0
Hebbal,3,123.0,3,1760.0
Banashankari,2,63.98,2,1600.0
Haralur Road,2,78.0,2,1000.0
7th Phase JP Nagar,2,90.0,2,1215.0
EPIP Zone,3,125.0,3,1734.0
Akshaya Nagar,2,60.0,2,1280.0
Horamavu Banaswadi,2,48.0,2,1272.0
Kereguddadahalli,3,41.0,3,1240.0
Yelahanka,2,70.0,2,1100.0
Ambalipura,2,30.13,2,896.0
Rachenahalli,5,220.0,4,3657.0
BTM 2nd Stage,2,35.0,2,1200.0
Ambalipura,3,198.0,3,3500.0
Sarjapur,2,30.0,2,1500.0
Nagarbhavi,2,40.0,2,1145.0
Seegehalli,4,82.0,3,1830.0
Other,4,115.0,4,1280.0
Chandapura,1,16.45,1,645.0
Banashankari Stage III,2,60.0,3,1305.0
Thigalarapalya,2,62.0,2,1207.0
Thanisandra,3,125.0,3,1678.0
Kaggalipura,2,50.0,2,950.0
Electronic City,2,55.0,2,1070.0
Ardendale,3,92.0,3,1732.46
Marathahalli,2,103.0,2,1360.0
Malleshpalya,4,250.0,4,2592.0
Lakshminarayana Pura,3,150.0,3,1656.0
Dodda Nekkundi,3,135.0,3,1999.0
7th Phase JP Nagar,2,75.0,2,1050.0
Basavangudi,2,160.0,3,1600.0
Ramagondanahalli,2,52.66,2,1253.0
Other,3,85.0,3,1200.0
Other,3,155.0,3,1655.0
Old Madras Road,4,260.0,4,2600.0
Sarjapur  Road,2,78.0,2,1418.0
Kalena Agrahara,2,100.0,2,1270.0
Other,2,74.0,2,1150.0
Ramamurthy Nagar,3,45.0,2,600.0
Other,2,108.0,3,1200.0
Other,2,75.0,2,1200.0
Chandapura,5,92.0,4,1200.0
Whitefield,1,35.0,1,624.0
Electronic City,2,58.0,2,1060.0
Hebbal,5,386.0,4,3960.0
Vidyaranyapura,4,175.0,4,1200.0
KR Puram,2,40.0,2,950.0
Vishwapriya Layout,2,60.0,2,1235.0
Budigere,1,46.0,1,722.0
Kanakpura Road,3,165.0,4,2775.0
Sarjapur  Road,2,93.0,2,1200.0
Marathahalli,2,58.5,2,1220.0
Nagavarapalya,1,52.5,1,705.0
Battarahalli,3,94.36,3,1880.0
Yelahanka,2,70.0,2,1200.0
Lingadheeranahalli,3,130.0,3,1893.0
Other,2,203.0,2,1500.0
Haralur Road,3,101.0,3,1830.0
Kodigehalli,2,48.0,2,1200.0
Bommasandra,2,40.0,2,1015.0
Raja Rajeshwari Nagar,2,37.95,2,1120.0
Hoodi,1,48.24,1,706.0
Bisuvanahalli,2,42.0,3,1075.0
Kanakpura Road,2,80.0,2,1290.0
Akshaya Nagar,2,50.0,2,1200.0
Hormavu,2,53.11,2,1150.0
Uttarahalli,2,61.2,3,1360.0
Other,9,500.0,9,4500.0
Marathahalli,4,650.0,4,4000.0
Marathahalli,2,45.68,2,950.0
Other,3,85.0,2,600.0
Hegde Nagar,5,300.0,4,3216.0
Sarjapur  Road,2,60.0,2,1115.0
Rajiv Nagar,5,129.0,4,2340.0
Whitefield,5,850.0,4,4356.0
9th Phase JP Nagar,2,43.0,2,1005.0
Kengeri,1,19.5,1,416.0
1st Phase JP Nagar,2,100.0,2,1394.0
Other,3,160.0,3,1550.0
Thanisandra,2,82.0,2,1265.0
Varthur,2,59.0,2,1012.0
Varthur,4,112.0,4,1600.0
Other,2,290.0,3,1705.0
Chikkalasandra,2,42.8,2,1070.0
Whitefield,3,95.0,3,1700.0
Bhoganhalli,2,80.64,2,910.2
Kogilu,2,50.66,2,1140.0
Talaghattapura,3,170.0,3,2254.0
Kanakapura,2,47.0,2,945.0
Giri Nagar,3,240.0,3,1350.0
Marathahalli,1,44.0,1,615.0
Ramamurthy Nagar,2,65.0,2,1110.0
Haralur Road,1,88.0,1,575.0
Electronic City,2,54.1,2,1025.0
Other,5,351.0,4,3179.0
Kaikondrahalli,3,92.0,3,1342.0
Whitefield,4,198.0,4,2928.0
Doddathoguru,2,32.0,2,1140.0
Raja Rajeshwari Nagar,2,85.0,2,1608.0
Kadugodi,2,82.0,3,1645.0
Harlur,2,52.0,2,1200.0
Dodda Nekkundi,4,600.0,4,3800.0
Other,3,85.0,2,1200.0
Kalyan nagar,2,73.0,2,1080.0
Akshaya Nagar,2,60.0,2,1092.0
Jalahalli,4,135.0,3,1932.0
KR Puram,2,72.0,2,1156.0
Bellandur,2,35.11,2,924.0
Thubarahalli,2,75.0,2,1330.0
Thanisandra,4,113.0,3,1917.0
Other,6,408.0,6,2400.0
Other,1,225.0,2,1290.0
Kodigehalli,1,53.0,1,655.0
Other,3,140.0,3,1800.0
Margondanahalli,2,45.0,4,1360.0
Bellandur,3,118.0,3,1785.0
Kadugodi,7,130.0,7,4000.0
Hebbal,3,120.0,3,1645.0
Gottigere,2,63.0,2,1235.0
Anandapura,2,48.0,2,900.0
Thanisandra,1,42.0,1,662.0
Bisuvanahalli,2,37.0,2,845.0
Sarjapur  Road,2,87.0,3,1525.0
Hebbal,2,90.0,3,1255.0
Mysore Road,3,120.0,3,1560.0
Kodichikkanahalli,2,85.0,3,1620.0
Marathahalli,3,90.0,3,1595.0
9th Phase JP Nagar,2,37.0,2,835.0
Thigalarapalya,2,106.0,2,1418.0
Sanjay nagar,2,180.0,3,1900.0
BTM 2nd Stage,2,48.0,2,1070.0
Electronics City Phase 1,1,42.41,1,755.0
Hebbal,3,117.0,3,1645.0
Sarjapur,3,190.0,3,2400.0
Chandapura,1,16.45,1,645.0
Other,4,333.0,4,3900.0
Other,4,200.0,3,2400.0
Bannerghatta Road,3,110.0,3,1725.0
Sarjapur  Road,2,71.32,2,1346.0
Electronic City Phase II,2,45.0,2,1070.0
Begur Road,2,35.52,2,1225.0
Neeladri Nagar,1,20.5,1,640.0
Kanakapura,2,39.0,2,1190.0
Marathahalli,2,89.0,2,1350.0
Vittasandra,2,68.8,2,1404.0
Other,4,320.0,4,1650.0
Dodda Nekkundi,2,41.15,2,1100.0
Thanisandra,3,130.0,3,1948.0
Raja Rajeshwari Nagar,2,45.0,2,1210.0
7th Phase JP Nagar,3,89.13,3,1300.0
7th Phase JP Nagar,2,73.0,2,1130.0
Budigere,3,135.0,4,1200.0
Thanisandra,3,125.0,3,1690.0
Other,2,60.0,2,950.0
Marathahalli,2,57.0,2,1020.0
Hennur Road,3,102.0,3,1804.0
Marathahalli,3,88.0,2,1600.0
Uttarahalli,2,75.0,2,1280.0
Hebbal,3,77.68,3,1255.0
Koramangala,2,150.0,2,1320.0
Hoodi,2,69.0,2,1257.0
Raja Rajeshwari Nagar,2,53.27,2,1240.0
Other,4,240.0,4,1200.0
Bannerghatta Road,6,150.0,6,1850.0
Hulimavu,2,66.0,2,1255.0
Ananth Nagar,2,36.0,2,870.0
R.T. Nagar,2,65.0,2,1235.0
CV Raman Nagar,2,50.0,2,1025.0
Raja Rajeshwari Nagar,2,72.0,3,1395.0
Rachenahalli,2,74.4,3,1530.0
Dodda Nekkundi,2,71.0,3,1252.0
Hennur Road,2,30.27,2,1081.0
Haralur Road,3,130.0,3,1255.0
Ardendale,3,150.0,4,2062.0
Bisuvanahalli,2,60.0,3,1180.0
Sarjapur  Road,1,29.0,1,715.0
Sarjapur  Road,2,94.5,2,1230.0
Kaggadasapura,2,45.5,2,1035.0
Kathriguppe,3,77.99,3,1300.0
Whitefield,2,84.0,2,1216.0
Nagavarapalya,1,57.0,1,705.0
Gottigere,3,64.0,3,1385.0
Koramangala,2,110.0,2,1320.0
Other,3,205.0,3,1900.0
Varthur,2,39.9,2,1140.0
Kadugodi,2,45.0,2,1100.0
Rajaji Nagar,2,107.0,2,1263.0
Begur Road,2,59.76,3,1565.0
Karuna Nagar,3,180.0,3,1163.0
Whitefield,5,204.0,4,2882.0
Hennur Road,3,170.0,3,2320.0
Sarjapur  Road,3,99.0,3,1750.0
Kudlu,2,55.0,2,1143.0
Hennur Road,3,118.0,3,1936.0
Chandapura,1,19.0,2,700.0
Other,2,85.0,3,1402.0
Hebbal,4,600.0,4,4640.0
Gottigere,2,35.0,2,1000.0
Kengeri Satellite Town,2,26.0,2,818.0
Bommenahalli,3,135.0,4,1680.0
Kalyan nagar,3,150.0,4,2422.0
Indira Nagar,2,100.0,2,1145.0
Sarjapur  Road,2,62.0,2,1145.0
Bannerghatta Road,2,38.0,2,950.0
Banashankari,2,36.44,2,1041.0
Thubarahalli,2,70.0,2,1085.0
Anjanapura,2,37.0,2,1070.0
Raja Rajeshwari Nagar,2,45.0,2,1165.0
Bommasandra,2,35.0,2,1000.0
Horamavu Agara,2,64.0,2,1169.0
Whitefield,3,140.0,3,1840.0
Kaval Byrasandra,2,53.0,2,997.0
Gunjur,2,60.0,2,1457.0
ISRO Layout,2,60.0,2,1000.0
KR Puram,2,60.0,2,1000.0
Sarjapur  Road,3,88.0,3,1500.0
Lakshminarayana Pura,2,75.0,2,1165.0
Kasavanhalli,3,123.0,3,1787.0
Raja Rajeshwari Nagar,2,70.0,3,1288.0
Doddathoguru,1,25.5,1,750.0
Channasandra,3,67.77,3,1200.0
Electronic City,2,78.0,3,1500.0
Ambalipura,2,66.25,2,1230.0
Marathahalli,1,55.0,1,780.0
Bannerghatta Road,2,80.0,2,1220.0
Other,3,240.0,3,2100.0
Akshaya Nagar,3,85.0,3,1690.0
Bannerghatta Road,2,78.0,2,1130.0
Kengeri,2,45.0,2,900.0
Panathur,2,85.0,2,1199.0
Uttarahalli,1,36.0,1,661.0
Other,2,285.0,2,1804.0
Marathahalli,3,100.0,3,1710.0
Kengeri Satellite Town,2,50.0,2,1030.0
Ramamurthy Nagar,2,78.0,2,1200.0
Nagarbhavi,1,20.0,1,300.0
Green Glen Layout,2,115.0,3,1751.0
Panathur,2,79.0,2,1255.0
Whitefield,3,122.0,3,1778.0
Hennur Road,2,65.0,2,1480.0
Marathahalli,2,81.0,2,1358.0
Electronics City Phase 1,1,27.0,1,580.0
Choodasandra,2,63.0,2,1197.0
HRBR Layout,2,170.0,4,1200.0
Lingadheeranahalli,3,110.0,3,1705.0
Hoodi,2,67.9,2,1132.0
Other,3,140.0,3,1200.0
Other,2,55.0,2,814.0
Electronic City,3,90.0,3,1575.0
Pattandur Agrahara,2,66.0,2,1302.0
Hegde Nagar,4,196.0,3,2006.8
Other,5,400.0,5,2400.0
Electronic City,1,19.5,1,435.0
Other,3,120.0,3,1590.0
Electronic City Phase II,2,33.06,2,1140.0
Kasavanhalli,2,59.8,2,1090.0
Thanisandra,3,106.0,3,1922.0
